symbol1,symbol2
MYF5,NHLH2
KCNIP1,NHLH2
TCF12,ASCL3
TCF4,ASCL3
TCF3,ASCL3
ASCL3,ASCL3
PHIP,PHF6
SRPK2,PHF6
ASNS,WDR27
ECSIT,NDUFAF1
SLC30A2,NDUFAF1
PNLIPRP1,NDUFAF1
ACAD9,NDUFAF1
TPD52L1,GPR135
SPTSSA,SPTLC2
NOTCH3,SPTLC2
SPTSSB,SPTLC2
SPP1,C1RL
SPP1,NCKAP1
DNMBP,NCKAP1
BRK1,NCKAP1
WASF1,NCKAP1
NYAP2,NCKAP1
CDH23,NCKAP1
NYAP1,NCKAP1
SPP1,CC2D1B
KLHL40,CC2D1B
SPP1,MRPL23
KRTAP3-3,MRPL23
KRTAP1-1,MRPL23
CYSRT1,MRPL23
SPP1,RIMS4
SPP1,CACNG4
SPP1,SLC39A6
MTNR1B,SLC39A6
KDM5B,SLC39A6
RETREG3,SLC39A6
SLC10A6,SLC39A6
SPP1,C2orf50
SPP1,DSEL
SPP1,KCNIP1
NIF3L1,KCNIP1
KCNIP2,KCNIP1
KCND2,KCNIP1
DAAM2,KCNIP1
SPRED2,KCNIP1
KCND3,KCNIP1
TBC1D25,KCNIP1
SPP1,PEMT
STOM,PEMT
AQP6,PEMT
SPP1,TMEM30A
TRIM54,TMEM30A
ATP8B1,TMEM30A
ATP8A2,TMEM30A
ATP8A1,TMEM30A
ATP8B2,TMEM30A
ATP8B4,TMEM30A
GPR182,TMEM30A
ATP11A,TMEM30A
ATP11B,TMEM30A
ATP11C,TMEM30A
SPP1,ZNF804A
ITFG2,KICS2
WDR24,KICS2
NPRL2,KICS2
SZT2,KICS2
NFKBID,KICS2
DEPDC5,KICS2
KPTN,KICS2
WDR59,KICS2
TLE5,CABP4
IKZF3,CABP4
BCL6,CABP4
LNX2,CABP4
MFHAS1,CABP4
TLE5,CLIC3
STMN3,CLIC3
ZC2HC1C,CLIC3
AGR2,CLIC3
DDIT4L,CLIC3
POT1,CLIC3
KRT85,CLIC3
VPS4A,CLIC3
MIA3,CLIC3
EFHC2,CLIC3
PROSER2,CLIC3
MECOM,CLIC3
ANKRD23,CLIC3
MAPK15,CLIC3
MSX2,CLIC3
GLYR1,CLIC3
INCA1,CLIC3
KATNBL1,CLIC3
C9orf24,CLIC3
ANKRD55,CLIC3
KRTAP13-3,CLIC3
ZBTB42,CLIC3
ALX1,CLIC3
FAM166B,CLIC3
C7orf31,CLIC3
TEPSIN,CLIC3
MBD3L1,CLIC3
ZNF620,CLIC3
TBC1D3F,CLIC3
LELP1,CLIC3
SCML4,CLIC3
CNPY4,AIFM2
TRIM69,AIFM2
TRIM54,AIFM2
SURF2,B4GALT3
CLDN1,TJP3
TJP1,TJP3
ACTC1,TWF1
FBXO25,TWF1
ABCE1,TWF1
CTSE,EDN3
KEL,EDN3
EDNRA,EDN3
EDNRB,EDN3
CMA1,EDN3
KLF6,CHI3L1
IL13RA2,CHI3L1
CHI3L1,CHI3L1
GABBR1,KCTD16
KCTD16,KCTD16
ZC3H7A,SPG11
SERTAD3,SPG11
PPCDC,TGM7
HOXA1,TGM7
ARID5A,TGM7
SPRY1,TGM7
UNKL,TGM7
YPEL3,TGM7
KCTD1,TGM7
KRT39,TGM7
SDS,TGM7
PPCDC,NAA80
STK16,NAA80
PM20D2,NAA80
BEND5,PTGR2
PRPSAP1,PRPSAP2
PRPSAP2,PRPSAP2
TEX11,PRPSAP2
PRPS1,PRPSAP2
PRPS2,PRPSAP2
NSD2,PRPSAP2
NRXN2,NLGN1
NLGN1,NLGN1
NRXN3,NLGN1
NRXN1,NLGN1
NRXN2,NLGN2
NRXN3,NLGN2
NRXN1,NLGN2
MDGA1,NLGN2
ACTL6B,COQ9
ANO8,COQ9
CLNK,COQ9
KIR2DL3,COQ9
TMEM79,COQ9
MGLL,COQ9
SLC13A1,COQ9
CTSA,COQ9
SIRT3,ACAD9
CLNS1A,FRMD7
MGST3,TSPAN33
ERGIC3,TSPAN33
LMNA,TSPAN33
PLEKHO1,TSPAN33
CISD2,TSPAN33
ADAM10,TSPAN33
KLK6,TSPAN33
GORAB,TSPAN33
SIT1,TSPAN33
DARS2,TSPAN33
TMEM45B,TSPAN33
GAD2,TSPAN33
RELL2,TSPAN33
LHFPL5,TSPAN33
MTIF3,TSPAN33
MFF,TSPAN33
SPINT1,TSPAN33
TMEM106C,TSPAN33
FAM209A,TSPAN33
GPX8,TSPAN33
NEMP1,TSPAN33
GJA8,TSPAN33
SLC35C2,TSPAN33
GPR152,TSPAN33
CLDN7,TSPAN33
KCNK5,TSPAN33
COQ9,TSPAN33
SHISA4,TSPAN33
CHRM2,TSPAN33
MGST3,ARL6IP6
TBXA2R,ARL6IP6
ARL6,ARL6IP6
RUSF1,ARL6IP6
TIMMDC1,ARL6IP6
EBP,ARL6IP6
TMEM80,ARL6IP6
CMTM2,ARL6IP6
AQP6,ARL6IP6
SLC10A1,ARL6IP6
TMEM205,ARL6IP6
GJA8,ARL6IP6
TMEM86B,ARL6IP6
AURKB,SPAST
ZFYVE27,SPAST
ATL1,SPAST
AURKB,SKA3
LRRK2,SKA3
PRPSAP2,ENDOV
NR6A1,NR6A1
DNMT3L,NR6A1
NSD1,NR6A1
CIAO1,RSAD2
RHBDD2,RSAD2
APOC1,RSAD2
APOC4,RSAD2
CIAO1,CIAO3
MMS19,CIAO3
BRIP1,CIAO3
CLK1,ABCA13
CLK1,ASXL3
CLK1,ATP10A
CLK1,ATP4A
ATP4A,ATP4A
CLK1,CFAP20DC
CLK1,CDH23
CLK1,DBR1
CLK1,DNAJC24
CLK1,DPYD
LXN,DPYD
CLK1,ECE1
LGALS3,ECE1
KRTAP10-8,ECE1
MYOC,ECE1
CYSRT1,ECE1
CLK1,MICU3
CLK1,ERFE
CLK1,FHIP2B
CLK1,FAM189A1
CLK1,GRM6
CLK1,LINS1
CLK1,PKD1L1
CLK1,PLXDC2
ZBP1,PLXDC2
CLK1,RAD21L1
CLK1,RLF
GCH1,RLF
RIT2,RLF
TRIM14,RLF
CNKSR2,RLF
FBXL17,RLF
CLK1,RPUSD3
KRT31,RPUSD3
NGRN,RPUSD3
RCC1L,RPUSD3
KRTAP10-7,RPUSD3
KRTAP1-1,RPUSD3
CYSRT1,RPUSD3
CLK1,SAMD9L
CLK1,SCARA3
LMNA,SCARA3
CNOT7,SCARA3
NDUFV2,SCARA3
CLK1,SLC35D3
CLK1,SLFN5
SRPK2,SLFN5
CLK1,TMPRSS2
ACE2,TMPRSS2
TMEM79,TMPRSS2
SEC22A,TMPRSS2
TMPRSS2,TMPRSS2
CLN6,TMPRSS2
CLK1,UNC13B
UBXN10,UNC13B
STX2,UNC13B
RPH3AL,UNC13B
PDCL2,UNC13B
CLK1,VWA7
CLK1,CFAP251
GOLM1,TMUB1
SGTB,TMUB1
SYVN1,TMUB1
AMFR,TMUB1
TMEM14B,TMUB1
CAMLG,TMUB1
JPH3,TMUB1
GOLM1,FUT9
HSF2BP,FUT9
CLRN1,FUT9
GOLM1,SLC5A4
KASH5,SLC5A4
TMEM237,SLC5A4
MS4A3,SLC5A4
GOLM1,SLC13A5
MDFI,SLC13A5
ADAMTSL4,SLC13A5
KRTAP3-2,SLC13A5
KRTAP9-3,SLC13A5
KRTAP11-1,SLC13A5
CD79A,SLC13A5
KLHL20,SLC13A5
KRTAP5-9,SLC13A5
KRTAP9-2,SLC13A5
KRTAP10-8,SLC13A5
KRTAP12-2,SLC13A5
CYSRT1,SLC13A5
KRTAP5-2,SLC13A5
KRTAP12-3,SLC13A5
KRTAP9-8,SLC13A5
GJA8,SLC13A5
GOLM1,SLCO3A1
PDZD3,SLCO3A1
AQP6,SLCO3A1
GOLM1,SLC30A3
RTN3,SLC30A3
LMNA,SLC30A3
CD40,SLC30A3
SGPL1,SLC30A3
OCIAD1,SLC30A3
TMEM14B,SLC30A3
SLC30A2,SLC30A3
RNF19B,SLC30A3
RETREG3,SLC30A3
NAALADL2,SLC30A3
TMEM242,SLC30A3
SLC30A8,SLC30A3
GPX8,SLC30A3
HSD17B13,SLC30A3
GJA8,SLC30A3
SLC10A6,SLC30A3
ELOVL4,SLC30A3
SLC35C2,SLC30A3
GPR152,SLC30A3
GPR42,SLC30A3
SLC30A4,SLC30A3
SCN3B,SLC30A3
CGRRF1,SLC30A3
FCRL3,SLC30A3
SLC34A2,SLC30A3
SLC30A3,SLC30A3
GOLM1,GALNT15
CISD2,GALNT15
CD79A,GALNT15
SLC30A2,GALNT15
FFAR2,GALNT15
SPSB2,GALNT15
TMEM179B,GALNT15
FNDC9,GALNT15
PDZK1IP1,GALNT15
PDCD1LG2,GALNT15
EVI2B,GALNT15
SLC7A1,GALNT15
IL27RA,GALNT15
CD200R1,GALNT15
MR1,GALNT15
SYNPR,GALNT15
FCRL6,GALNT15
GOLM1,HGFAC
APPBP2,HGFAC
CCHCR1,HGFAC
F2,HGFAC
SLC30A2,HGFAC
VSIG1,HGFAC
SPINT2,HGFAC
KLKB1,HGFAC
GOLM1,SCAP
PGRMC1,SCAP
RNF139,SCAP
SCAP,SCAP
INSIG2,SCAP
ERLIN2,SCAP
INSIG1,SCAP
IMPA2,SLC44A3
ABHD5,SLC44A3
TFAP2B,SSBP4
LDB2,SSBP4
TFAP2B,SYT4
SGTB,SYT4
SYT4,SYT4
NDUFA12,SYT4
STX3,SYT4
STX2,SYT4
NRXN1,SYT4
CCL13,XCL1
CCL11,XCL1
CXCL12,XCL1
CXCL10,XCL1
CXCL2,XCL1
CCL28,XCL1
CCL5,XCL1
CCL21,XCL1
CXCL14,XCL1
PF4,XCL1
CCL26,XCL1
XCL1,XCL1
CCL24,XCL1
CXCL17,XCL1
XCR1,XCL1
CCL13,CCR3
CCL4,CCR3
CXCL9,CCR3
CCL14,CCR3
CCR3,CCR3
CXCL11,CCR3
CCL26,CCR3
CCL8,CCR3
CCL24,CCR3
CCL3L1,CCR3
CCL15,CCR3
OS9,FOXRED2
DNAJC10,FOXRED2
OS9,UGGT2
METTL23,UGGT2
OS9,COLGALT1
OS9,SERPINI1
DEDD,SERPINI1
PLAT,SERPINI1
IER3IP1,TMEM167A
TRIM14,TMEM167A
IER3IP1,TMPPE
ASGR2,TMPPE
REEP4,TMPPE
CD79A,TMPPE
CYB561,TMPPE
PNLIPRP1,TMPPE
CNR2,TMPPE
RETREG3,TMPPE
YIPF1,TMPPE
SSMEM1,TMPPE
KCNJ6,TMPPE
GPR152,TMPPE
CLRN1,TMPPE
SLAMF6,TMPPE
SCN3B,TMPPE
PLPPR1,TMPPE
TRARG1,TMPPE
TMIE,TMPPE
IER3IP1,MOSPD3
FATE1,MOSPD3
KASH5,MOSPD3
REEP4,MOSPD3
CD79A,MOSPD3
ATP5PF,MOSPD3
RETREG3,MOSPD3
MFF,MOSPD3
TMPRSS2,MOSPD3
SAR1A,MOSPD3
FNDC9,MOSPD3
RILPL1,MOSPD3
HSD17B13,MOSPD3
ARL13B,MOSPD3
GPR152,MOSPD3
MILR1,MOSPD3
GABARAPL2,STBD1
ST7,STBD1
FANCF,TCP11
GSTZ1,TCP11
MED28,TCP11
MAP2K1,TCP11
KRTAP13-3,TCP11
ZNF688,TCP11
GRAPL,TCP11
NPFFR1,TCP11
LMBRD1,TCP11
FANCF,FANCB
PPP1R7,FANCB
CENPS,FANCB
FAAP20,FANCB
ABCD4,LMBRD1
SNX15,REEP6
SPG21,REEP6
GORASP2,REEP6
REEP6,REEP6
LEPROTL1,REEP6
LMNA,REEP6
CD79A,REEP6
SH3GLB1,REEP6
CYB561,REEP6
HMBOX1,REEP6
LAMP2,REEP6
STING1,REEP6
LITAF,REEP6
KRTAP3-1,REEP6
RETREG3,REEP6
ZFYVE21,REEP6
SLC30A8,REEP6
TMPPE,REEP6
HSD17B13,REEP6
EBAG9,REEP6
GJA8,REEP6
GPR152,REEP6
TLCD4,REEP6
TMEM143,REEP6
CCK,REEP6
TRIM41,TRIM4
TRIM4,TRIM4
TRIM41,ZNF26
TRIM41,MOBP
KRTAP5-9,MOBP
KRTAP10-8,MOBP
KRT40,MOBP
KRTAP10-9,MOBP
KRTAP10-11,MOBP
KRTAP10-7,MOBP
KRTAP2-3,MOBP
KRTAP2-4,MOBP
KRTAP10-6,MOBP
KRTAP12-3,MOBP
TRIM41,ZNF653
CEP76,ZNF653
NR5A1,ZNF653
TRIM63,ZNF653
TRIM55,ZNF653
CCNDBP1,RPL39L
CCNDBP1,ZNF786
MDFI,ZNF786
NOTCH2NLA,ZNF786
KRTAP10-8,ZNF786
KRTAP10-7,ZNF786
KRTAP2-3,ZNF786
KRTAP2-4,ZNF786
KRTAP1-1,ZNF786
CYSRT1,ZNF786
CCNDBP1,ZNF578
MDFI,ZNF578
CEP70,ZNF578
GOLGA6L9,ZNF578
KRTAP10-8,ZNF578
KRTAP10-7,ZNF578
KRTAP2-3,ZNF578
KRTAP2-4,ZNF578
ZNF526,ZNF578
KRTAP12-3,ZNF578
KRTAP17-1,ZNF578
CCNDBP1,ADGRA2
CCNDBP1,SRD5A1
CCNDBP1,NEURL3
TMEM39B,NAGS
GNB5,GNG7
GORASP2,GNG7
ASF1A,HTATIP2
HSD17B11,HTATIP2
REEP4,HTATIP2
TMEM115,HTATIP2
TMX2,HTATIP2
ABHD4,HTATIP2
JPH1,HTATIP2
RETREG3,HTATIP2
JAGN1,HTATIP2
MTIF3,HTATIP2
GET1,HTATIP2
FAM209A,HTATIP2
AQP6,HTATIP2
SLC10A6,HTATIP2
FITM2,HTATIP2
HIC2,HIC2
EHMT2,HIC2
CEP70,HIC2
ZBTB8A,HIC2
HIC1,HIC2
CRBN,HIC2
MFHAS1,HIC2
SYNDIG1,MFSD6
ERGIC3,MFSD6
SGPL1,MFSD6
CYB5R3,MFSD6
CD79A,MFSD6
APH1A,MFSD6
TMEM242,MFSD6
TMEM237,MFSD6
TMPRSS2,MFSD6
SLC39A2,MFSD6
SSMEM1,MFSD6
EBP,MFSD6
TMEM179B,MFSD6
GPX8,MFSD6
SLC10A1,MFSD6
GJA8,MFSD6
SLC18A1,MFSD6
SLC10A6,MFSD6
GPR152,MFSD6
GPR42,MFSD6
SHISAL1,MFSD6
PDCD1LG2,MFSD6
MFSD4B,MFSD6
TMEM258,MFSD6
GJB2,MFSD6
C19orf18,MFSD6
LY6E,MFSD6
SLC16A2,MFSD6
SYNDIG1,GPRC5D
PVR,GPRC5D
IFITM3,GPRC5D
C1GALT1,GPRC5D
SLC30A2,GPRC5D
BTN2A2,GPRC5D
TMEM79,GPRC5D
LHFPL5,GPRC5D
YIPF1,GPRC5D
LRRC25,GPRC5D
DEFA1,DEFA3
PDLIM1,PGS1
NFE2,SSX5
AGTRAP,SSX5
AKAP9,SSX5
GOLGA6L9,SSX5
CMTM5,SSX5
SYP,SSX5
MYO10,PLA2G10
KRTAP11-1,PLA2G10
ROR2,PLA2G10
INCA1,PLA2G10
LCE1A,PLA2G10
LCE1C,PLA2G10
PLA2R1,PLA2G10
SLC39A1,PLEKHM2
RAB9A,PLEKHM2
TNNT1,ZC3H15
DRG1,ZC3H15
C8orf33,ZC3H15
HLA-E,HLA-F
TAP1,HLA-F
LILRB1,HLA-F
KIR3DL2,HLA-F
HLA-F,HLA-F
CHRM5,HLA-F
RAB8A,DCDC1
GAN,DCDC1
DYNC1I1,DCDC1
RAB8A,RAB13
RAB11A,RAB13
RAB7A,RAB13
RAB13,RAB13
FLCN,RAB13
RABGAP1L,RAB13
ELK1,STARD3NL
VAPA,STARD3NL
STOM,STARD3NL
HCST,STARD3NL
CHRM5,STARD3NL
MOSPD2,STARD3NL
ELK1,EMX1
MAPRE3,SPDYE6
APPBP2,SPDYE6
MAPRE1,SPDYE6
KRTAP17-1,SPDYE6
MAPRE3,SPDYE2
APPBP2,SPDYE2
KRTAP17-1,SPDYE2
SYT5,SYT5
HTR6,SYT5
SYT3,SYT5
NRXN1,SYT5
OVGP1,STATH
ERGIC3,STATH
TFAM,STATH
SGPL1,STATH
REEP4,STATH
MFSD5,STATH
GET3,STATH
TMX2,STATH
MRM1,STATH
MTIF3,STATH
HTN3,STATH
SLC39A2,STATH
TMEM80,STATH
FAM209A,STATH
AQP6,STATH
KCNJ6,STATH
GPR152,STATH
GPR42,STATH
TLCD4,STATH
LEUTX,STATH
FCRL3,STATH
DERL3,STATH
C16orf92,STATH
SPNS3,STATH
MUC5B,STATH
OPRPN,STATH
STAMBP,AMN
CUBN,AMN
STAMBP,APOBEC3A_B
HAGH,APOBEC3A_B
APOBEC3A_B,APOBEC3A_B
STAMBP,APOBEC3A
CUL2,APOBEC3A
HAGH,APOBEC3A
APOBEC3A_B,APOBEC3A
APOBEC3A,APOBEC3A
STAMBP,NLRP7
NLRP7,NLRP7
CTSB,CSTB
ECT2,CSTB
RAD21,CSTB
ABCE1,CSTB
CTSB,MMP9
COL4A5,MMP9
CLU,MMP9
ELN,MMP9
TGFB1,MMP9
RECK,MMP9
SCUBE3,MMP9
MEP1A,MMP9
MEP1B,MMP9
MMP7,MMP9
MMP9,MMP9
VCAN,MMP9
BTC,MMP9
LCN2,MMP9
COL4A6,MMP9
TIMP3,MMP9
MMP10,MMP9
PRSS2,MMP9
MMP26,MMP9
CTSB,REN
AGT,REN
PCSK5,REN
ATP6AP2,REN
RENBP,REN
PCSK1,REN
BNIP3L,TMPRSS4
KASH5,TMPRSS4
LMNA,TMPRSS4
CSNK1D,TMPRSS4
TMEM79,TMPRSS4
SYNE4,TMPRSS4
CLEC7A,TMPRSS4
ERVFRD-1,TMPRSS4
FNDC9,TMPRSS4
FAM209A,TMPRSS4
GPX8,TMPRSS4
CLRN1,TMPRSS4
SUSD3,TMPRSS4
SIGLEC12,TMPRSS4
RASGRP4,TMPRSS4
COL4A5,SERPINE2
PLAU,SERPINE2
FAM9B,SERPINE2
COL4A6,SERPINE2
VAMP8,TRIM6
LGALS8,TRIM6
LGALS3,TRIM6
TRIM6,TRIM6
WBP2,RHBDD3
AAMP,PMFBP1
MKLN1,PMFBP1
MMADHC,PMFBP1
UNC13B,DOC2A
RAP1GDS1,DOC2A
UBASH3B,DOC2A
UNC13B,DOC2B
PTK2B,PITPNM3
PTK2B,PITPNM2
KCNA3,DEFB4A
DEFB4A,DEFB4A
ITGA4,MADCAM1
CD44,MADCAM1
MADCAM1,MADCAM1
ITGA4,HBG1
ZDHHC17,HBG1
TRIM54,HBG1
ITGA4,H2BC9
TP53BP2,H2BC9
SPRTN,H2BC9
ITGA4,H2AC8
H3C14,H2AC8
H3C15,H2AC8
H3C13,H2AC8
NFX1,H2AC8
H3-3A,H2AC8
H3-3B,H2AC8
EID1,H2AC8
NAP1L4,H2AC8
H2BC15,H2AC8
ITGA4,NDUFA2
NSG2,NDUFA2
PIK3CA,ITIH1
SOX4,ITIH1
UBE3A,PHKG1
PHKG2,PHKG1
CTRC,PHKG1
PHKG1,PHKG1
UBE3A,ASPM
LIG4,ASPM
MID2,ASPM
UBE3A,MDM1
UBE3A,SPINK1
TMPRSS15,SPINK1
NRSN1,SPINK1
CTRC,SPINK1
MYBPC3,SPATA20
ST6GALNAC4,SPATA20
HPS1,HPS4
RAB9B,HPS4
HPS4,HPS4
RAB9A,HPS4
TERF2,CCDC137
TERF2,PITRM1
PCARE,PITRM1
TERF2,ATP2B3
HTR2C,ATP2B3
TERF2,OSBPL11
OSBPL9,OSBPL11
ST7,OSBPL11
TERF2,DHX33
MPG,DHX33
TRIM33,DHX33
TERF2,IVD
IVD,IVD
TERF2,RTL6
TERF2,ARMC6
TERF2,DARS2
AIMP2,DARS2
BBS1,DARS2
CYB561,DARS2
UNC50,DARS2
DPYSL5,DARS2
TERF2,LLGL1
CACNA1A,LLGL1
AGTR1,LLGL1
TERF2,DHX37
TRIP6,DHX37
KRT31,DHX37
KIFAP3,DHX37
RGS17,DHX37
TERF2,PYCR2
KCND3,PYCR2
TERF2,SNX22
POT1,SNX22
B3GALT2,SNX22
TERF2,EEFSEC
GAN,EEFSEC
TERF2,AASS
TERF2,OSBPL9
BCL2L2,LRRIQ1
HES4,LRRIQ1
ATXN7,CRIM1
ATXN7,FBN1
EFEMP2,FBN1
LTBP4,FBN1
FBLN5,FBN1
FBLN2,FBN1
FBN1,FBN1
ELN,FBN1
LOX,FBN1
VCAN,FBN1
ADAMTSL5,FBN1
FBN2,FBN1
MYOC,FBN1
MFAP5,FBN1
NR2F1,MAP6
RARG,MAP6
RARB,MAP6
KIFBP,DPEP1
APPBP2,DPEP1
DPEP1,DPEP1
TRIP6,CTAG2
OTX1,CTAG2
AXIN2,CTAG2
SMCP,CTAG2
TRIP6,PIGS
NDUFA9,PIGS
NDUFS1,PIGS
SOAT1,PIGS
KRTAP9-2,PIGS
KRTAP10-9,PIGS
KRTAP10-11,PIGS
KRTAP2-3,PIGS
KRTAP2-4,PIGS
KRTAP19-2,PIGS
GPR89B,PIGS
GPR89A,PIGS
ACAP2,PIGS
CPEB2,PIGS
TRIP6,ZNF541
AJUBA,ZNF541
TRIP6,GDPD5
PLSCR1,GDPD5
KRTAP26-1,GDPD5
TRIP6,HYKK
GMCL1,HYKK
MAGEA11,GNPDA1
GNPDA1,GNPDA1
MAGEA11,DOCK10
LURAP1,DOCK10
SH3GLB1,DOCK10
MAGEA11,CCDC105
MESD,CCDC105
MAGEA11,UBE3D
DNAAF2,UBE3D
UBE3D,UBE3D
MAGEA11,IFI44
MAGEA11,ACSM2B
MAGEA11,CCDC27
PTF1A,CCDC27
DPY30,AKAP14
PRKAR2A,AKAP14
FBXO7,AKAP14
PRKAR1B,AKAP14
ROPN1L,AKAP14
PRKAR2B,AKAP14
DPY30,BCAS4
TEX11,BORCS8
AGR2,BORCS8
CTAG1B,BORCS8
CTAG1A,BORCS8
MESD,BORCS8
P2RX5,BORCS8
TEX11,FAM217A
CLNK,FAM217A
TEX11,LRRC36
STAC3,BAZ2B
CEP70,BAZ2B
TFIP11,BAZ2B
ZBTB14,BAZ2B
STAC3,FGF11
THAP1,FGF11
HMBOX1,FGF11
TRIM29,TAX1BP3
PLK4,TAX1BP3
GATA1,TAX1BP3
LNX1,AKIRIN2
SORBS3,AKIRIN2
HSD17B14,AKIRIN2
AKIRIN2,AKIRIN2
FBXO7,AKIRIN2
SIRT1,AKIRIN2
MESD,AKIRIN2
LNX1,TRMT12
PRDM6,TRMT12
LNX1,STAC2
LMNA,STAC2
ATXN1L,STAC2
LNX1,RUFY4
NF2,RUFY4
GFAP,RUFY4
SPRED1,RUFY4
LNX1,MVB12B
MVB12A,MVB12B
LNX1,LHX2
DNMT3L,LHX2
ANKS1A,LHX2
PAX6,LHX2
MSX1,LHX2
MORN3,LHX2
LNX1,DENND1B
LNX1,SYTL2
NCOA1,SYTL2
FBXO25,SYTL2
YIF1A,SYTL2
RAB27B,SYTL2
RAB27A,SYTL2
LNX1,KATNAL2
LNX1,AMMECR1L
LNX1,INKA2
FBXO7,INKA2
LNX1,CAMK2N2
LNX1,MUSTN1
LNX1,NKD2
FBXO7,NKD2
LNX1,SAPCD1
HSF2BP,SAPCD1
LNX1,CLDN17
LNX1,GPR142
LNX1,LRRC3B
EMP1,LRRC3B
LNX1,ARHGAP6
LNX1,SLC6A15
GARRE1,SLC6A15
LNX1,LGR6
LNX1,PTGIR
PRKCA,PTGIR
PTGIR,PTGIR
LNX1,SLC6A5
SDCBP,SLC6A5
LNX1,GIPR
GCG,GIPR
GIP,GIPR
LNX1,ARVCF
TJP1,ARVCF
LNX1,GAS2L2
JADE2,GAS2L2
HSF2BP,GAS2L2
C7orf57,GAS2L2
LNX1,GJD4
LNX1,CLDN2
ADAM33,CLDN2
TJP1,CLDN2
LAT,CLDN2
CLEC2D,CLDN2
KRTAP1-1,CLDN2
CYSRT1,CLDN2
FAM209A,CLDN2
IL27RA,CLDN2
BTN3A2,CLDN2
WNK4,CLDN2
LNX1,WNT8A
WLS,WNT8A
AFM,WNT8A
LNX1,CDC42EP4
SRPK2,CDC42EP4
FAM9B,CDC42EP4
WDR6,CDC42EP4
LNX1,HTR2B
SNTA1,HTR2B
LNX1,PKDREJ
LNX2,PKDREJ
LNX1,PDZRN3
LNX2,PDZRN3
FZD4,PDZRN3
EFNB2,PDZRN3
RPS6KA1,PDZRN3
PDZRN3,PDZRN3
LNX1,PDZRN4
LNX2,PDZRN4
RPS6KA1,PDZRN4
LNX1,CXADR
EWSR1,CXADR
LNX2,CXADR
VKORC1,CXADR
CXADR,CXADR
LNX1,SPHKAP
SPHKAP,SPHKAP
LNX1,GJD2
LNX2,GJD2
RBPMS,PDLIM4
ABCA1,PDLIM4
RBPMS,CHCHD7
RBPMS,TSPYL6
MDFI,TSPYL6
KRTAP19-5,TSPYL6
MAGEA6,TSPYL6
KRTAP8-1,TSPYL6
KRTAP13-2,TSPYL6
KRTAP19-6,TSPYL6
KRTAP6-2,TSPYL6
RBPMS,FAM166B
POU2AF1,FAM166B
MORN3,FAM166B
KRTAP6-2,FAM166B
MGAT5B,FAM166B
RBPMS,PGLS
MDFI,PGLS
PLSCR1,PGLS
EWSR1,PGLS
TERF2IP,PGLS
KRT31,PGLS
KRTAP5-9,PGLS
RBPMS,WDR54
NUDT22,WDR54
RBPMS,ATP6V0E2
MC4R,ATP6V0E2
RBPMS,PSG11
SHD,PSG11
NLGN3,PSG11
ARMS2,PSG11
MDFI,CDC42EP1
KRTAP4-12,CDC42EP1
MAPKAP1,CDC42EP1
RHOJ,CDC42EP1
CDK20,CDC42EP1
MDFI,B3GNT9
MDFI,TUSC2
FHL5,TUSC2
MDFI,LCE3E
KRTAP4-12,LCE3E
HOXA1,LCE3E
KRTAP3-2,LCE3E
NOTCH2NLA,LCE3E
KRT31,LCE3E
KRTAP9-3,LCE3E
RGS20,LCE3E
KRTAP5-9,LCE3E
RGS17,LCE3E
TRIM42,LCE3E
KRTAP9-2,LCE3E
KRT40,LCE3E
KRTAP4-2,LCE3E
KRTAP3-3,LCE3E
KRTAP9-4,LCE3E
KRTAP5-6,LCE3E
KPRP,LCE3E
KRTAP1-1,LCE3E
KRTAP10-6,LCE3E
KRTAP5-2,LCE3E
KRTAP12-3,LCE3E
KRTAP9-8,LCE3E
KRTAP5-7,LCE3E
PLSCR2,LCE3E
VWC2,LCE3E
SPRY3,LCE3E
GSC2,LCE3E
MDFI,ZNF433
CEP70,ZNF433
KRTAP10-9,ZNF433
KRTAP10-11,ZNF433
KRTAP10-7,ZNF433
MDFI,ZIM2
KRTAP3-2,ZIM2
MID2,ZIM2
LIMS1,ZIM2
GMCL1,ZIM2
BLZF1,ZIM2
ZNF587,ZIM2
TTC23,ZIM2
KRTAP10-7,ZIM2
KRTAP12-2,ZIM2
KRTAP2-3,ZIM2
KRTAP2-4,ZIM2
POU6F2,ZIM2
KRTAP10-6,ZIM2
ZNF383,ZIM2
MDFI,KRT77
KRT15,KRT77
KRT19,KRT77
KRT31,KRT77
KRT36,KRT77
KRT35,KRT77
KRT27,KRT77
MDFI,ZNF221
MAGEA8,ZNF221
KRTAP10-6,ZNF221
MDFI,FAM120AOS
MDFI,ZDHHC1
NOTCH2NLA,ZDHHC1
KRT31,ZDHHC1
GOPC,ZDHHC1
KRT34,ZDHHC1
KRTAP9-2,ZDHHC1
KRTAP10-8,ZDHHC1
KRTAP12-2,ZDHHC1
KRTAP2-3,ZDHHC1
KRTAP2-4,ZDHHC1
KRT83,ZDHHC1
KRTAP1-1,ZDHHC1
CYSRT1,ZDHHC1
KRTAP12-3,ZDHHC1
KRTAP17-1,ZDHHC1
MDFI,ZNF613
MTUS2,ZNF613
FHL5,ZNF613
CARD10,ZNF613
KRTAP5-7,ZNF613
MDFI,CSNK1G3
UBXN7,CSNK1G3
PPP1R14A,CSNK1G3
LRRK2,CSNK1G3
CSNK1G3,CSNK1G3
